drug_id,drug_name,therapeutic_area,molecule_type,launch_year,region,month_year,units_sold,drug_price,competitor_1_price,competitor_2_price,competitor_3_price,insurance_coverage,hospital_tier,doctor_visits,marketing_spend,rep_visits,regulatory_flags,adverse_events,patient_income_level,total_revenue,market_share
D0128,OncoCure,Cardiology,Biologic,2017,APAC,11-2021,176,492.63,413.37,114.46,41.46,65,Tier 2,47,16955.85,31,0,8,Low,86702.88,28.81
D0136,ArthroAid,Rheumatology,Biologic,2005,LATAM,11-2021,211,86.37,416.14,328.44,148.64,67,Tier 3,57,92867.95,30,0,6,Low,18224.07,18.94
D0135,Neuroxin,Diabetes,Small Molecule,2004,North America,11-2021,190,226.27,51.88,239.88,45.81,46,Tier 3,50,32337.74,21,0,7,High,42991.3,16.61
D0195,Dermasol,Dermatology,Small Molecule,2012,LATAM,11-2021,181,223.92,102.01,400.3,463.7,71,Tier 2,44,89199.73,32,0,6,Mid,40529.52,21.0
D0145,Pulmofix,Pulmonology,Biologic,2018,LATAM,11-2021,227,220.19,169.34,31.58,337.63,51,Tier 1,51,169381.8,30,0,4,Low,49983.13,32.95
D0128,ArthroAid,Diabetes,Biologic,2021,APAC,11-2021,210,338.62,173.94,313.0,445.58,74,Tier 2,57,128383.5,41,0,6,High,71110.2,42.08
D0033,Diabetrol,Dermatology,Biologic,2007,LATAM,11-2021,201,255.12,336.22,370.72,364.3,91,Tier 3,60,149983.71,21,0,6,Mid,51279.12,26.04
D0176,Immunexa,Immunology,Small Molecule,2008,APAC,12-2021,214,268.37,319.1,496.83,83.02,71,Tier 1,52,76329.78,18,0,4,Low,57431.18,51.07
D0187,ArthroAid,Pulmonology,Biologic,2016,Europe,12-2021,191,227.53,257.4,345.82,471.48,48,Tier 2,57,189435.56,32,1,3,High,43458.23,53.06
D0115,OncoCure,Dermatology,Biologic,2002,APAC,12-2021,212,496.02,121.41,131.29,451.95,53,Tier 1,56,144759.8,27,0,6,Mid,105156.23999999999,25.45
D0119,OncoCure,Neurology,Biosimilar,2018,LATAM,12-2021,198,465.23,203.35,71.93,187.08,52,Tier 2,51,90141.78,30,0,2,Low,92115.54000000001,38.75
D0022,Pulmofix,Dermatology,Small Molecule,2010,Europe,12-2021,208,167.71,280.93,327.64,73.54,95,Tier 3,36,91028.31,26,0,7,Low,34883.68,25.24
D0158,Immunexa,Cardiology,Biosimilar,2016,APAC,12-2021,190,73.57,244.63,271.13,357.99,99,Tier 2,57,184549.99,38,0,6,High,13978.3,59.94
D0038,Neuroxin,Rheumatology,Biosimilar,2020,LATAM,12-2021,211,423.09,81.1,451.59,369.61,83,Tier 1,45,119516.89,37,0,2,Low,89271.98999999999,33.76
D0109,ArthroAid,Immunology,Biologic,2018,North America,12-2021,195,498.64,331.77,368.77,450.48,72,Tier 3,52,144212.05,29,0,6,High,97234.8,18.62
D0051,Immunexa,Dermatology,Small Molecule,2001,North America,12-2021,166,160.45,55.06,264.68,45.27,71,Tier 2,50,89236.69,25,0,3,High,26634.699999999997,21.5
D0182,Neuroxin,Rheumatology,Biologic,2007,APAC,12-2021,198,191.74,201.53,213.72,88.02,58,Tier 2,55,52501.63,34,0,5,High,37964.520000000004,37.15
D0008,Immunexa,Oncology,Small Molecule,2018,APAC,12-2021,198,471.98,360.81,214.1,307.16,69,Tier 2,52,147476.27,29,0,6,Mid,93452.04000000001,50.9
D0027,Immunexa,Oncology,Biosimilar,2006,North America,12-2021,203,361.34,29.61,128.63,317.18,55,Tier 2,48,125486.52,31,0,3,High,73352.01999999999,17.93
D0027,Cardiolax,Rheumatology,Small Molecule,2016,LATAM,12-2021,186,161.91,293.59,28.32,36.13,51,Tier 3,57,105255.15,41,0,6,Mid,30115.26,16.29
D0021,OncoCure,Rheumatology,Biologic,2005,LATAM,12-2021,194,298.9,180.57,295.96,210.53,49,Tier 3,45,128563.98,45,0,7,Low,57986.6,29.57
D0030,ArthroAid,Cardiology,Biologic,2018,LATAM,12-2021,201,473.23,24.24,121.96,300.4,41,Tier 2,45,49574.26,32,0,4,Mid,95119.23000000001,59.47
D0097,Immunexa,Neurology,Biologic,2005,APAC,12-2021,213,409.67,111.38,120.0,374.2,57,Tier 3,52,160848.35,34,0,3,High,87259.71,20.42
D0028,ArthroAid,Immunology,Small Molecule,2001,Europe,12-2021,214,376.08,471.65,80.18,171.75,52,Tier 1,61,190150.93,32,0,9,Low,80481.12,21.9
D0111,Pulmofix,Diabetes,Biosimilar,2005,Europe,12-2021,170,373.76,270.15,111.01,252.27,68,Tier 3,45,179309.6,27,0,7,High,63539.2,17.47
D0192,Immunexa,Cardiology,Biosimilar,2022,Europe,12-2021,204,105.45,498.67,35.26,410.75,63,Tier 1,54,71072.79,29,0,6,High,21511.8,21.79
D0197,Diabetrol,Neurology,Small Molecule,2004,Europe,12-2021,223,415.85,271.91,343.63,477.87,77,Tier 1,45,87141.1,24,0,11,Low,92734.55,27.43
D0061,OncoCure,Rheumatology,Biologic,2018,Europe,12-2021,201,152.54,281.09,212.67,130.55,51,Tier 3,53,163596.44,28,0,1,High,30660.539999999997,20.45
D0048,Diabetrol,Diabetes,Biosimilar,2019,APAC,12-2021,179,466.58,208.08,289.53,141.46,99,Tier 2,54,123072.25,34,0,7,Mid,83517.81999999999,46.13
D0147,ArthroAid,Rheumatology,Biologic,2003,APAC,12-2021,185,195.03,168.82,325.74,471.11,99,Tier 3,40,114103.74,39,0,7,Low,36080.55,43.22
D0004,ArthroAid,Rheumatology,Small Molecule,2021,Europe,12-2021,187,431.68,140.74,486.79,210.04,68,Tier 1,55,186061.97,26,0,4,Low,80724.16,21.64
D0035,OncoCure,Oncology,Biologic,2016,APAC,12-2021,219,147.79,184.84,52.77,364.81,61,Tier 1,42,111844.74,34,0,4,Low,32366.01,19.01
D0192,ArthroAid,Oncology,Biosimilar,2010,APAC,12-2021,176,266.97,240.73,220.6,313.89,75,Tier 3,48,107838.35,33,0,2,High,46986.72,37.29
D0049,Diabetrol,Diabetes,Biosimilar,2003,Europe,12-2021,207,71.3,112.16,138.03,157.08,40,Tier 1,44,17983.53,27,0,6,High,14759.099999999999,58.81
D0017,Immunexa,Cardiology,Biologic,2012,LATAM,12-2021,190,336.86,127.94,248.82,333.71,82,Tier 3,53,23189.22,22,0,5,Low,64003.4,43.38
D0172,Immunexa,Oncology,Small Molecule,2019,APAC,12-2021,200,421.32,150.34,461.83,334.67,94,Tier 3,44,11409.86,38,0,6,Mid,84264.0,22.96
D0158,Cardiolax,Immunology,Biologic,2016,LATAM,12-2021,210,364.85,235.64,367.51,304.37,79,Tier 2,43,183516.4,32,0,9,High,76618.5,46.98
D0046,Pulmofix,Rheumatology,Small Molecule,2008,APAC,12-2021,207,271.16,333.35,337.74,67.84,73,Tier 1,44,87593.47,35,2,6,High,56130.12,26.01
D0117,ArthroAid,Pulmonology,Biologic,2003,APAC,01-2022,199,41.66,430.95,231.8,497.68,73,Tier 3,46,99026.66,27,0,6,High,8290.34,28.43
D0006,Diabetrol,Dermatology,Biosimilar,2022,Europe,01-2022,224,468.05,157.82,342.13,212.2,87,Tier 1,54,170623.52,36,1,7,Mid,104843.2,24.22
D0099,ArthroAid,Diabetes,Small Molecule,2013,APAC,01-2022,198,358.63,108.19,35.54,326.36,72,Tier 3,57,125756.8,37,0,6,High,71008.74,19.39
D0124,ArthroAid,Diabetes,Small Molecule,2018,North America,01-2022,208,378.01,201.85,301.39,445.17,43,Tier 3,50,125805.3,35,0,8,High,78626.08,21.05
D0037,Neuroxin,Oncology,Small Molecule,2002,North America,01-2022,215,401.45,449.3,285.81,223.18,77,Tier 2,44,66341.54,35,0,2,Mid,86311.75,22.9
D0024,Cardiolax,Cardiology,Biosimilar,2013,Europe,01-2022,186,378.92,24.73,186.39,391.48,69,Tier 3,56,168442.59,22,0,5,Mid,70479.12000000001,29.71
D0093,Diabetrol,Rheumatology,Biologic,2007,LATAM,01-2022,190,231.74,345.38,116.73,486.48,92,Tier 2,50,41507.7,28,0,10,High,44030.6,21.91
D0046,Diabetrol,Immunology,Biosimilar,2000,LATAM,01-2022,188,372.14,249.04,407.63,192.29,91,Tier 1,56,20098.42,20,0,3,Low,69962.31999999999,31.92
D0181,ArthroAid,Cardiology,Small Molecule,2009,LATAM,01-2022,181,320.01,97.3,45.85,214.53,85,Tier 2,49,46404.64,34,0,6,Low,57921.81,45.48
D0095,Cardiolax,Neurology,Biologic,2017,North America,01-2022,210,429.93,174.09,53.44,454.68,59,Tier 2,44,60870.07,34,1,6,Mid,90285.3,20.08
D0099,Immunexa,Neurology,Biosimilar,2015,LATAM,01-2022,160,405.18,127.98,231.45,96.63,65,Tier 1,56,63639.1,31,1,7,High,64828.8,39.02
D0188,Diabetrol,Pulmonology,Small Molecule,2007,LATAM,01-2022,223,39.86,441.36,141.23,33.73,54,Tier 2,53,137397.58,32,0,3,Mid,8888.78,45.6
D0116,Immunexa,Oncology,Small Molecule,2000,Europe,01-2022,198,201.87,251.3,377.82,456.27,46,Tier 2,56,51386.67,34,1,10,Mid,39970.26,21.9
D0191,Cardiolax,Oncology,Biosimilar,2011,LATAM,01-2022,210,36.66,290.29,324.41,414.36,46,Tier 3,56,138565.08,25,0,4,Low,7698.599999999999,19.43
D0160,Immunexa,Oncology,Biosimilar,2007,North America,01-2022,186,69.0,304.97,390.82,486.84,89,Tier 2,54,27315.11,29,0,5,Mid,12834.0,26.2
D0161,OncoCure,Pulmonology,Biosimilar,2015,North America,01-2022,195,308.68,327.02,175.85,47.95,68,Tier 3,50,37968.47,28,0,1,Mid,60192.6,18.31
D0067,Neuroxin,Neurology,Small Molecule,2017,North America,01-2022,218,439.43,257.87,375.45,94.97,62,Tier 2,49,106676.08,29,0,4,High,95795.74,28.91
D0128,Dermasol,Cardiology,Biosimilar,2003,Europe,01-2022,210,77.52,28.58,433.91,70.55,73,Tier 1,47,185160.2,30,1,4,High,16279.199999999999,22.32
D0018,Diabetrol,Pulmonology,Small Molecule,2005,Europe,01-2022,204,236.52,180.67,185.73,348.04,59,Tier 1,44,173317.84,34,0,6,Mid,48250.08,54.11
D0025,Pulmofix,Pulmonology,Biosimilar,2011,APAC,01-2022,186,457.22,108.26,183.15,310.88,54,Tier 2,62,194063.15,32,1,2,Mid,85042.92,28.75
D0054,Neuroxin,Cardiology,Small Molecule,2008,LATAM,01-2022,186,410.86,346.47,451.98,192.48,72,Tier 3,48,133591.02,29,2,5,High,76419.96,48.82
D0058,Dermasol,Oncology,Small Molecule,2014,Europe,01-2022,205,269.44,47.22,43.9,47.56,92,Tier 2,42,138404.82,31,0,5,Low,55235.2,34.4
D0067,Immunexa,Immunology,Biologic,2015,North America,01-2022,208,390.35,290.63,188.09,327.04,56,Tier 3,30,128754.37,34,0,5,High,81192.8,42.98
D0104,Diabetrol,Cardiology,Biosimilar,2011,North America,01-2022,217,270.89,121.1,76.96,293.66,59,Tier 2,50,128335.6,34,0,7,High,58783.13,63.27
D0174,Immunexa,Neurology,Biosimilar,2022,Europe,01-2022,199,95.88,475.45,33.91,74.19,96,Tier 1,52,37952.87,29,0,7,High,19080.12,17.78
D0024,OncoCure,Diabetes,Small Molecule,2013,Europe,01-2022,210,79.87,181.06,74.18,456.28,52,Tier 1,63,113310.4,33,0,6,High,16772.7,34.2
D0114,Cardiolax,Rheumatology,Small Molecule,2012,Europe,01-2022,211,110.42,176.11,227.0,115.5,83,Tier 3,54,83352.91,27,0,4,High,23298.62,20.43
D0032,Diabetrol,Diabetes,Small Molecule,2001,APAC,01-2022,207,188.44,463.22,349.74,376.88,63,Tier 2,41,94082.07,33,0,5,Low,39007.08,17.6
D0175,Dermasol,Dermatology,Biologic,2002,North America,01-2022,210,466.65,220.33,158.86,444.84,93,Tier 3,40,109484.11,30,2,2,High,97996.5,19.48
D0086,Dermasol,Dermatology,Biologic,2021,APAC,01-2022,207,403.85,482.17,427.84,298.15,86,Tier 1,50,34395.27,35,0,4,High,83596.95000000001,18.22
D0151,OncoCure,Pulmonology,Small Molecule,2009,APAC,01-2022,207,227.74,31.6,230.06,138.49,95,Tier 3,42,78302.67,35,0,9,Low,47142.18,40.51
D0194,OncoCure,Rheumatology,Biosimilar,2008,LATAM,02-2022,225,256.68,167.05,484.75,168.44,76,Tier 2,39,22055.42,33,0,6,Mid,57753.0,18.89
D0127,ArthroAid,Diabetes,Biosimilar,2019,North America,02-2022,210,147.49,339.77,477.99,445.16,46,Tier 3,50,196136.94,28,0,4,Low,30972.9,23.68
D0155,Diabetrol,Immunology,Biologic,2007,North America,02-2022,172,358.09,447.61,391.17,163.16,47,Tier 2,48,32520.33,25,0,8,High,61591.479999999996,18.44
D0130,Immunexa,Oncology,Biologic,2009,Europe,02-2022,187,405.33,143.07,467.55,378.17,62,Tier 2,48,59119.7,36,0,5,Mid,75796.70999999999,19.38
D0017,Pulmofix,Neurology,Small Molecule,2018,Europe,02-2022,206,134.67,466.63,359.41,495.28,53,Tier 1,44,179345.66,32,0,8,Low,27742.019999999997,39.24
D0104,Dermasol,Dermatology,Biosimilar,2002,LATAM,02-2022,198,40.07,305.18,449.88,499.91,43,Tier 2,37,101714.91,35,0,3,Mid,7933.86,33.17
D0161,Dermasol,Immunology,Small Molecule,2004,APAC,02-2022,195,319.47,404.48,133.51,276.07,60,Tier 2,52,35771.07,25,0,3,Low,62296.65000000001,35.33
D0137,OncoCure,Neurology,Biologic,2002,Europe,02-2022,220,290.01,210.66,185.8,416.75,85,Tier 2,47,83003.8,34,0,3,Low,63802.2,21.28
D0043,Neuroxin,Neurology,Biosimilar,2015,Europe,02-2022,220,213.02,121.85,381.41,495.32,49,Tier 3,46,32014.92,23,0,5,Mid,46864.4,39.36
D0176,OncoCure,Oncology,Biosimilar,2016,North America,02-2022,193,329.07,457.39,223.79,199.84,61,Tier 1,48,48041.04,26,0,8,Mid,63510.51,17.25
D0039,Pulmofix,Rheumatology,Biologic,2014,North America,02-2022,200,284.29,467.91,421.92,141.16,69,Tier 3,60,19885.67,41,0,9,Mid,56858.00000000001,37.88
D0170,Immunexa,Pulmonology,Small Molecule,2002,Europe,02-2022,180,140.28,258.84,441.27,74.83,69,Tier 3,41,93263.22,21,0,7,Mid,25250.4,23.9
D0026,Immunexa,Diabetes,Small Molecule,2011,North America,02-2022,189,210.91,23.12,163.87,87.63,99,Tier 1,60,163260.86,30,2,4,High,39861.99,42.57
D0099,Neuroxin,Oncology,Biosimilar,2008,LATAM,02-2022,194,225.49,72.7,415.26,429.71,55,Tier 3,46,121334.14,27,0,6,Low,43745.060000000005,37.96
D0050,Dermasol,Immunology,Biologic,2020,Europe,02-2022,189,442.52,295.05,94.05,302.59,50,Tier 3,50,125205.61,41,0,7,High,83636.28,25.1
D0153,OncoCure,Pulmonology,Biosimilar,2011,North America,02-2022,179,481.23,31.41,180.41,439.38,61,Tier 2,63,48110.97,28,0,2,Low,86140.17,37.84
D0152,ArthroAid,Immunology,Biologic,2014,LATAM,02-2022,206,448.64,210.52,268.62,398.94,68,Tier 3,35,75339.83,23,0,3,High,92419.84,35.83
D0013,Immunexa,Pulmonology,Small Molecule,2001,North America,02-2022,224,365.21,165.62,128.69,343.4,64,Tier 1,50,170596.0,22,0,2,High,81807.04,26.32
D0060,Pulmofix,Rheumatology,Biologic,2022,North America,02-2022,234,300.8,362.89,298.05,312.47,97,Tier 3,52,26692.68,31,0,4,Low,70387.2,21.55
D0135,Diabetrol,Dermatology,Small Molecule,2017,North America,02-2022,201,350.85,46.68,297.77,43.2,53,Tier 2,64,173006.82,25,0,5,High,70520.85,18.89
D0057,Cardiolax,Immunology,Biologic,2019,Europe,02-2022,199,470.77,254.59,119.31,438.69,53,Tier 3,45,101901.1,29,0,6,Mid,93683.23,23.11
D0036,Cardiolax,Oncology,Biosimilar,2011,APAC,02-2022,213,140.0,297.97,401.91,220.56,41,Tier 1,37,169058.01,29,0,4,Mid,29820.0,31.89
D0173,Cardiolax,Pulmonology,Small Molecule,2022,North America,02-2022,220,276.86,316.3,323.19,288.7,93,Tier 2,54,70421.22,37,0,0,High,60909.200000000004,25.61
D0020,ArthroAid,Pulmonology,Biosimilar,2003,LATAM,02-2022,189,351.01,214.48,172.53,30.54,52,Tier 3,54,74380.16,20,1,6,High,66340.89,24.74
D0065,Dermasol,Neurology,Biosimilar,2022,Europe,02-2022,179,346.04,166.1,131.45,469.32,42,Tier 1,59,152804.92,27,0,4,Low,61941.16,21.23
D0008,OncoCure,Neurology,Small Molecule,2015,Europe,02-2022,201,141.09,347.6,441.8,453.32,69,Tier 1,48,159149.27,30,2,3,Low,28359.09,33.06
D0144,Neuroxin,Cardiology,Small Molecule,2022,LATAM,02-2022,194,301.63,426.83,421.16,280.77,57,Tier 3,51,53632.49,33,0,5,High,58516.22,21.06
D0142,ArthroAid,Immunology,Biosimilar,2015,North America,02-2022,214,402.04,352.94,130.29,297.11,93,Tier 3,64,194845.55,25,0,6,Low,86036.56,29.64
D0115,ArthroAid,Neurology,Biosimilar,2000,APAC,03-2022,167,248.04,467.41,37.09,358.41,75,Tier 2,51,26053.12,38,0,4,Mid,41422.68,23.62
D0143,Immunexa,Cardiology,Biosimilar,2021,North America,03-2022,234,400.78,364.29,406.18,147.05,60,Tier 3,49,23015.56,35,0,5,Mid,93782.51999999999,27.4
D0092,Diabetrol,Dermatology,Biosimilar,2001,LATAM,03-2022,194,192.74,387.02,315.44,126.52,92,Tier 2,52,123145.8,31,0,4,Mid,37391.560000000005,23.77
D0098,ArthroAid,Dermatology,Small Molecule,2002,Europe,03-2022,200,470.6,100.59,68.42,343.53,58,Tier 3,58,147320.75,30,0,4,Low,94120.0,25.51
D0066,Pulmofix,Neurology,Small Molecule,2020,APAC,03-2022,200,276.29,221.38,301.93,70.12,55,Tier 1,51,192568.36,26,0,4,Low,55258.00000000001,21.79
D0032,Diabetrol,Immunology,Biosimilar,2019,Europe,03-2022,246,306.06,252.83,237.05,237.95,67,Tier 1,50,86939.7,26,0,1,Low,75290.76,21.24
D0191,Pulmofix,Pulmonology,Biologic,2016,LATAM,03-2022,194,35.05,143.02,391.78,256.53,43,Tier 1,48,14805.37,38,0,6,Low,6799.7,16.93
D0086,Dermasol,Diabetes,Biologic,2019,North America,03-2022,195,101.73,273.7,120.36,203.04,90,Tier 1,60,124550.3,25,0,5,High,19837.350000000002,35.33
D0051,OncoCure,Rheumatology,Small Molecule,2021,APAC,03-2022,187,323.81,159.58,237.52,108.93,94,Tier 2,47,65042.24,29,0,4,High,60552.47,19.08
D0153,Cardiolax,Immunology,Biosimilar,2020,Europe,03-2022,210,221.54,350.0,95.0,190.55,54,Tier 1,56,92259.95,37,0,6,High,46523.4,43.84
D0186,ArthroAid,Rheumatology,Biosimilar,2000,Europe,03-2022,196,263.92,245.74,479.61,182.03,40,Tier 2,55,102809.2,38,0,5,High,51728.32,25.93
D0063,OncoCure,Oncology,Small Molecule,2019,Europe,03-2022,186,50.23,240.23,393.79,259.65,87,Tier 2,50,22257.4,40,0,1,Mid,9342.779999999999,16.58
D0190,Dermasol,Dermatology,Biologic,2005,North America,03-2022,177,420.38,492.15,373.63,343.85,86,Tier 2,51,102336.54,39,0,3,Low,74407.26,19.09
D0125,Neuroxin,Neurology,Biologic,2014,APAC,03-2022,220,396.56,208.37,351.3,484.75,55,Tier 3,40,91000.74,34,0,6,Mid,87243.2,19.71
D0150,Neuroxin,Neurology,Biologic,2013,North America,03-2022,193,108.97,193.9,223.2,89.2,93,Tier 2,44,145383.41,28,0,5,Low,21031.21,47.89
D0058,Dermasol,Rheumatology,Small Molecule,2019,North America,03-2022,195,324.48,172.93,463.18,439.05,59,Tier 3,42,132676.52,28,0,2,High,63273.600000000006,21.71
D0058,Pulmofix,Pulmonology,Biologic,2014,North America,03-2022,224,412.79,449.48,55.0,156.41,72,Tier 2,52,45190.99,26,0,6,Mid,92464.96,41.25
D0086,Immunexa,Rheumatology,Small Molecule,2013,LATAM,03-2022,199,327.61,258.43,405.56,303.86,56,Tier 3,38,49166.39,31,0,6,Low,65194.39,65.68
D0049,Immunexa,Oncology,Small Molecule,2020,LATAM,03-2022,186,168.99,308.01,123.31,282.43,44,Tier 3,52,57691.17,39,0,4,High,31432.140000000003,22.77
D0180,Pulmofix,Pulmonology,Biosimilar,2004,LATAM,03-2022,222,334.93,106.79,175.53,287.34,44,Tier 1,61,44000.58,20,0,5,Low,74354.46,23.77
D0170,Neuroxin,Oncology,Biologic,2005,APAC,03-2022,218,121.02,279.65,269.33,367.21,97,Tier 2,40,134870.51,26,1,2,Low,26382.36,35.62
D0070,Neuroxin,Diabetes,Small Molecule,2016,North America,03-2022,221,172.76,151.83,395.67,203.21,78,Tier 3,56,198941.73,28,0,9,High,38179.96,28.41
D0015,ArthroAid,Dermatology,Biologic,2010,North America,03-2022,207,135.23,370.71,422.5,173.17,52,Tier 1,35,133900.58,31,0,4,Mid,27992.609999999997,21.23
D0054,Neuroxin,Neurology,Biologic,2015,LATAM,03-2022,198,287.32,419.61,300.19,429.36,83,Tier 2,55,125269.49,27,0,2,Low,56889.36,16.61
D0188,OncoCure,Neurology,Biosimilar,2011,North America,03-2022,205,71.95,363.11,213.46,125.65,75,Tier 1,47,87886.31,36,0,1,High,14749.75,25.09
D0101,Neuroxin,Diabetes,Biologic,2014,North America,03-2022,217,467.99,370.52,474.32,106.52,69,Tier 3,55,69390.25,21,0,5,Low,101553.83,41.1
D0008,Diabetrol,Cardiology,Biosimilar,2022,Europe,03-2022,214,180.09,265.99,138.33,27.49,96,Tier 1,45,183104.01,23,0,2,Low,38539.26,49.54
D0053,ArthroAid,Dermatology,Small Molecule,2003,North America,03-2022,172,125.11,361.82,405.49,121.08,43,Tier 1,51,194110.36,23,0,8,Low,21518.92,26.22
D0060,Cardiolax,Pulmonology,Biologic,2017,Europe,03-2022,198,258.34,222.89,313.78,268.9,62,Tier 2,53,104387.47,25,2,6,Mid,51151.31999999999,35.55
D0108,Neuroxin,Diabetes,Small Molecule,2020,North America,03-2022,179,152.96,332.71,200.91,278.48,60,Tier 3,57,65138.09,24,0,4,Mid,27379.84,26.44
D0005,Pulmofix,Pulmonology,Biologic,2002,APAC,03-2022,176,276.75,144.34,20.66,142.12,60,Tier 2,42,156323.22,37,0,3,Mid,48708.0,39.11
D0103,Cardiolax,Rheumatology,Small Molecule,2021,LATAM,04-2022,208,187.28,53.48,234.37,54.69,45,Tier 2,54,35166.79,22,0,8,Mid,38954.24,28.85
D0196,OncoCure,Immunology,Biologic,2007,Europe,04-2022,207,83.39,218.47,152.83,377.43,63,Tier 1,40,155461.77,32,0,0,High,17261.73,47.05
D0006,Pulmofix,Neurology,Biologic,2022,LATAM,04-2022,195,147.63,241.65,70.09,383.83,86,Tier 3,56,165600.19,29,0,4,Mid,28787.85,49.24
D0109,Cardiolax,Pulmonology,Biologic,2002,Europe,04-2022,209,230.45,143.08,56.08,498.96,92,Tier 2,53,33731.75,26,0,2,Low,48164.049999999996,30.16
D0116,Pulmofix,Oncology,Biologic,2007,Europe,04-2022,205,34.54,369.3,186.83,452.01,70,Tier 3,50,195603.68,27,0,7,High,7080.7,27.01
D0094,OncoCure,Pulmonology,Biologic,2017,Europe,04-2022,203,389.91,55.3,315.08,464.51,58,Tier 2,48,197247.34,39,0,2,Low,79151.73000000001,55.77
D0047,ArthroAid,Immunology,Biologic,2009,APAC,04-2022,204,318.48,126.92,422.01,403.14,77,Tier 1,49,187976.7,33,0,4,Mid,64969.920000000006,23.48
D0099,Diabetrol,Dermatology,Biologic,2019,North America,04-2022,220,308.65,379.31,108.11,315.44,51,Tier 2,49,104246.61,54,0,5,Low,67903.0,19.37
D0055,OncoCure,Neurology,Biologic,2016,Europe,04-2022,210,282.1,229.82,223.83,81.7,53,Tier 2,47,56754.09,32,0,7,Low,59241.00000000001,66.46
D0168,OncoCure,Rheumatology,Biologic,2007,APAC,04-2022,193,303.35,358.54,208.14,318.71,89,Tier 2,47,120581.76,39,0,1,Low,58546.55,16.64
D0052,Pulmofix,Diabetes,Small Molecule,2022,Europe,04-2022,202,468.63,292.39,266.43,46.86,99,Tier 3,47,89787.43,31,0,5,Low,94663.26,24.75
D0144,ArthroAid,Rheumatology,Biosimilar,2010,North America,04-2022,176,24.11,476.34,408.6,444.94,51,Tier 1,51,49130.24,29,0,6,Mid,4243.36,29.0
D0013,Dermasol,Immunology,Biologic,2004,Europe,04-2022,209,42.94,306.94,285.75,251.27,95,Tier 3,40,90498.52,28,0,2,Low,8974.46,30.42
D0114,Immunexa,Neurology,Biosimilar,2012,APAC,04-2022,175,111.92,27.14,426.39,354.79,95,Tier 2,52,136139.07,28,1,3,Low,19586.0,24.34
D0124,Neuroxin,Pulmonology,Biologic,2020,North America,04-2022,198,100.3,189.38,268.9,45.08,54,Tier 1,49,23473.53,38,0,1,Low,19859.399999999998,31.33
D0106,Neuroxin,Dermatology,Biologic,2022,APAC,04-2022,192,106.97,88.67,309.85,276.44,58,Tier 3,51,73349.42,29,1,7,Low,20538.239999999998,25.3
D0158,Diabetrol,Cardiology,Small Molecule,2004,North America,04-2022,218,342.53,463.82,229.94,164.61,67,Tier 2,59,13381.03,33,0,3,Mid,74671.54,22.29
D0147,Diabetrol,Dermatology,Small Molecule,2012,North America,04-2022,190,240.55,69.93,415.09,156.78,79,Tier 1,50,152404.15,22,0,6,Low,45704.5,32.93
D0145,Neuroxin,Cardiology,Biosimilar,2005,LATAM,04-2022,178,496.05,206.1,463.44,207.03,80,Tier 1,53,131731.34,23,0,4,High,88296.90000000001,61.59
D0120,Immunexa,Oncology,Small Molecule,2004,LATAM,04-2022,196,128.91,128.53,326.79,20.31,44,Tier 2,49,21907.71,26,0,4,High,25266.36,49.12
D0063,Neuroxin,Dermatology,Small Molecule,2008,LATAM,04-2022,221,169.2,426.43,413.98,244.0,44,Tier 1,42,193300.14,40,0,9,Low,37393.2,23.44
D0019,Dermasol,Neurology,Biosimilar,2015,North America,04-2022,179,492.44,168.11,48.32,253.55,45,Tier 1,57,14298.1,34,0,11,Low,88146.76,33.09
D0092,Immunexa,Cardiology,Small Molecule,2001,Europe,04-2022,206,419.24,496.11,454.93,434.3,62,Tier 3,50,122092.52,27,2,8,Mid,86363.44,27.84
D0058,Diabetrol,Diabetes,Biologic,2000,APAC,04-2022,215,245.5,38.54,110.68,235.29,42,Tier 1,59,157509.82,39,0,7,High,52782.5,44.15
D0183,Cardiolax,Neurology,Biosimilar,2007,APAC,04-2022,196,286.21,81.57,143.13,194.51,76,Tier 3,55,159700.3,26,1,5,Mid,56097.159999999996,21.73
D0090,Pulmofix,Diabetes,Biosimilar,2018,APAC,04-2022,185,424.73,127.83,45.6,497.48,72,Tier 3,44,16514.18,35,0,5,Low,78575.05,30.58
D0117,Dermasol,Dermatology,Biologic,2010,LATAM,04-2022,183,250.87,409.33,483.39,294.18,82,Tier 3,58,182218.88,31,1,8,High,45909.21,18.36
D0062,Dermasol,Diabetes,Small Molecule,2011,North America,04-2022,198,118.89,441.69,428.97,246.85,97,Tier 3,54,184505.82,26,0,6,High,23540.22,57.89
D0023,ArthroAid,Cardiology,Biosimilar,2011,LATAM,04-2022,192,417.65,54.3,458.33,258.05,60,Tier 1,62,116664.17,35,0,5,Mid,80188.79999999999,22.94
D0127,Diabetrol,Neurology,Biosimilar,2006,Europe,04-2022,202,278.13,35.58,426.66,408.41,59,Tier 1,62,101595.81,24,0,6,Low,56182.26,39.45
D0137,Diabetrol,Pulmonology,Biologic,2012,North America,05-2022,189,93.46,377.39,250.17,183.52,40,Tier 3,49,18524.82,29,1,4,High,17663.94,18.44
D0140,OncoCure,Immunology,Biologic,2007,APAC,05-2022,205,262.68,84.01,463.56,206.8,78,Tier 1,41,116771.29,32,0,5,Mid,53849.4,28.43
